t,x
0.0,0.0014064065996396823
0.033333333333333375,0.021309602813960334
0.06666666666666662,0.04109809635874369
0.1,0.06033516330888746
0.13333333333333325,0.08028482835045202
0.16666666666666663,0.10025290101838515
0.2,0.12046399292705759
0.23333333333333325,0.1407537675103795
0.2666666666666666,0.16087974745852116
0.2999999999999999,0.18108055250978347
0.33333333333333326,0.2010350226796873
0.36666666666666675,0.22149502118407075
0.4,0.24179122505327397
0.43333333333333324,0.2627503226062557
0.4666666666666665,0.28237334593427027
0.5,0.29763484017349745
0.5333333333333332,0.30627278639054145
0.5666666666666668,0.3085373770382897
0.6,0.3085373770382897
0.6333333333333333,0.30846126607799274
0.6666666666666667,0.30846126607799274
0.7,0.30846126607799274
0.7333333333333335,0.30846126607799274
0.7666666666666665,0.30846126607799274
0.8,0.30846126607799274
0.8333333333333333,0.30846126607799274
0.8666666666666667,0.30846126607799274
0.9,0.30846126607799274
0.9333333333333332,0.3077893713939803
0.9666666666666666,0.3077893713939803
1.0,0.3077893713939803
1.0333333333333334,0.3077893713939803
1.0666666666666667,0.3077893713939803
1.1,0.3077893713939803
