p
85.289
85.253
85.22699999999999
85.20299999999999
85.17899999999999
85.154
85.13
85.105
85.08
85.062
85.03399999999999
85.009
84.984
84.96
84.93599999999999
84.917
84.88900000000001
84.863
84.839
84.815
84.791
84.77199999999999
84.744
84.719
84.69399999999999
84.67
84.646
84.627
84.599
84.57400000000001
84.549
84.525
84.501
84.482
84.454
84.429
84.40400000000001
84.38000000000001
84.35600000000001
84.337
84.309
84.284
84.26
84.235
84.211
84.193
84.165
84.139
84.115
84.09
84.066
84.048
84.02
83.995
83.97
83.946
83.92099999999999
83.90299999999999
83.875
83.85
83.82499999999999
83.80099999999999
83.77699999999999
83.75800000000001
83.72999999999999
83.70599999999999
83.681
83.656
83.632
83.613
83.58500000000001
83.561
83.537
83.512
83.487
83.469
83.441
83.41600000000001
83.39200000000001
83.36800000000001
83.343
83.324
83.296
83.272
83.247
83.223
83.199
83.18
83.152
83.127
83.103
83.078
83.054
83.036
83.008
82.983
82.958
82.934
82.90899999999999
82.89099999999999
82.863
82.839
82.814
82.78999999999999
82.76499999999999
82.74600000000001
82.71799999999999
82.69399999999999
82.67
82.64600000000002
82.62100000000001
82.60300000000001
82.575
82.549
82.525
82.501
82.477
82.458
82.42999999999999
82.40599999999999
82.382
82.35600000000001
82.33200000000001
82.31400000000001
82.286
82.261
82.237
82.213
82.18900000000001
82.169
82.142
82.117
82.093
82.068
82.044
82.026
81.99799999999999
81.97299999999998
81.949
81.924
81.9
81.881
81.85300000000001
81.82900000000001
81.805
81.781
81.756
81.738
81.71000000000001
81.685
81.66
81.636
81.612
81.593
81.566
81.541
81.517
81.493
81.469
81.449
81.42200000000001
81.397
81.373
81.348
81.324
81.306
81.278
81.253
81.229
81.205
81.181
81.161
81.133
81.109
81.085
81.06099999999999
81.036
81.018
80.99
80.966
80.94200000000001
80.917
80.893
80.874
80.84700000000001
80.822
80.797
80.773
80.749
80.731
80.703
80.678
80.654
80.63
80.606
80.587
80.559
80.53399999999999
80.50999999999999
80.48599999999999
80.461
80.443
80.415
80.391
80.367
80.342
80.318
80.3
80.272
80.248
80.224
80.199
80.175
80.15599999999999
80.129
80.104
80.079
80.05499999999999
80.03099999999999
80.01299999999999
79.985
79.96
79.936
79.912
79.888
79.869
79.842
79.81700000000001
79.793
79.769
79.745
79.726
79.69900000000001
79.673
79.649
79.625
79.601
79.582
79.554
79.53
79.506
79.482
79.458
79.43900000000001
79.411
79.387
79.363
79.339
79.315
79.296
79.268
79.244
79.22
79.196
79.17200000000001
79.153
79.125
79.101
79.077
79.053
79.029
79.009
78.982
78.957
78.933
78.909
78.885
78.866
78.839
78.814
78.78999999999999
78.76599999999999
78.74199999999999
78.72299999999998
78.696
78.67099999999999
78.64699999999999
78.62299999999999
78.59899999999999
78.58099999999999
78.553
78.52799999999999
78.50399999999999
78.47999999999999
78.456
78.438
78.41
78.386
78.361
78.337
78.313
78.295
78.267
78.243
78.219
78.19500000000001
78.17
78.152
78.12400000000001
78.10000000000001
78.07600000000001
78.052
78.028
78.009
77.981
77.957
77.933
77.909
77.885
77.866
77.839
77.814
77.78999999999999
77.76599999999999
77.74199999999999
77.72399999999999
77.696
77.672
77.648
77.62299999999999
77.59899999999999
77.58099999999999
77.553
77.529
77.505
77.481
77.457
77.438
77.41
77.386
77.362
77.338
77.314
77.29599999999999
77.268
77.244
77.21900000000001
77.19500000000001
77.171
77.153
77.125
77.101
77.077
77.053
77.029
77.01
76.983
76.958
76.934
76.91000000000001
76.88600000000001
76.86800000000001
76.841
76.816
76.79299999999999
76.76899999999999
76.744
76.726
76.69800000000001
76.674
76.65
76.626
76.602
76.584
76.556
76.532
76.508
76.483
76.459
76.441
76.41300000000001
76.38900000000001
76.36500000000001
76.34100000000001
76.31700000000001
76.299
76.27099999999999
76.24699999999999
76.22300000000001
76.19800000000001
76.174
76.157
76.129
76.105
76.081
76.057
76.033
76.015
75.987
75.96300000000001
75.93900000000001
75.915
75.891
75.872
75.84400000000001
75.82000000000001
75.796
75.772
75.748
75.73
75.703
75.679
75.655
75.631
75.607
75.588
75.56099999999999
75.536
75.512
75.488
75.464
75.446
75.418
75.394
75.37
75.346
75.32300000000001
75.305
75.27699999999999
75.25299999999999
75.22900000000001
75.20500000000001
75.18100000000001
75.162
75.13499999999999
75.11099999999999
75.08699999999999
75.06200000000001
75.03800000000001
75.02000000000001
74.993
74.96900000000001
74.94500000000001
74.921
74.897
74.879
74.851
74.827
74.803
74.779
74.755
74.737
74.71
74.685
74.66199999999999
74.63799999999999
74.61399999999999
74.595
74.568
74.544
74.52
74.496
74.472
74.453
74.42699999999999
74.402
74.378
74.354
74.33
74.312
74.28399999999999
74.25999999999999
74.23599999999999
74.21199999999999
74.18799999999999
74.17099999999999
74.143
74.119
74.095
74.071
74.047
74.029
74.001
73.977
73.953
73.93
73.906
73.888
73.86
73.83600000000001
73.81200000000001
73.78800000000001
73.76400000000001
73.74600000000001
73.71900000000001
73.69500000000001
73.671
73.647
73.623
73.605
73.577
73.553
73.529
73.506
73.482
73.464
73.43599999999999
73.41199999999999
73.38799999999999
73.36399999999999
73.34
73.323
73.295
73.271
73.247
73.223
73.199
73.181
73.153
73.129
73.106
73.082
73.05799999999999
73.03999999999999
73.012
72.988
72.964
72.94
72.917
72.899
72.87100000000001
72.84700000000001
72.82300000000001
72.799
72.775
72.75800000000001
72.73
72.706
72.682
72.658
72.634
72.616
72.59
72.565
72.541
72.517
72.494
72.47500000000001
72.44800000000001
72.424
72.401
72.377
72.353
72.334
72.307
72.283
72.259
72.236
72.212
72.194
72.166
72.14200000000001
72.11800000000001
72.095
72.071
72.053
72.02499999999999
72.00099999999999
71.977
71.953
71.93
71.912
71.885
71.86
71.837
71.813
71.78999999999999
71.77099999999999
71.744
71.72
71.696
71.672
71.649
71.631
71.60300000000001
71.57900000000001
71.555
71.531
71.50800000000001
71.49000000000001
71.463
71.438
71.41499999999999
71.39099999999999
71.368
71.349
71.322
71.298
71.274
71.25
71.227
71.209
71.181
71.157
71.133
71.109
71.086
71.068
71.041
71.017
70.99300000000001
70.97
70.946
70.928
70.89999999999999
70.87599999999999
70.85199999999999
70.829
70.81099999999999
70.783
70.759
70.736
70.713
70.69399999999999
70.667
70.643
70.619
70.596
70.578
70.55
70.526
70.50200000000001
70.47800000000001
70.46100000000001
70.434
70.41
70.386
70.362
70.345
70.31700000000001
70.293
70.269
70.245
70.22800000000001
70.201
70.17699999999999
70.15299999999999
70.12899999999999
70.112
70.084
70.06
70.036
70.012
69.995
69.968
69.943
69.92
69.896
69.879
69.851
69.827
69.803
69.78
69.762
69.735
69.71
69.687
69.664
69.646
69.61800000000001
69.59400000000001
69.57000000000001
69.547
69.529
69.502
69.478
69.455
69.431
69.413
69.385
69.361
69.338
69.314
69.29599999999999
69.26899999999999
69.245
69.22200000000001
69.19800000000001
69.18
69.15199999999999
69.12899999999999
69.106
69.082
69.064
69.037
69.013
68.989
68.965
68.94800000000001
68.92099999999999
68.89699999999999
68.87299999999999
68.84899999999999
68.832
68.804
68.78
68.756
68.73400000000001
68.715
68.688
68.664
68.641
68.617
68.599
68.572
68.548
68.525
68.501
68.483
68.456
68.432
68.409
68.385
68.36800000000001
68.33999999999999
68.316
68.292
68.26899999999999
68.251
68.224
68.2
68.17699999999999
68.15299999999999
68.135
68.10799999999999
68.08399999999999
68.06099999999999
68.03699999999999
68.01899999999999
67.99199999999999
67.96799999999999
67.945
67.92099999999999
67.904
67.876
67.852
67.828
67.806
67.787
67.75999999999999
