t,x,y
0.0,0.02937135657376766,-0.06360630893276803
0.03333333333333303,0.02937135657376766,-0.06360630893276803
0.06666666666666651,0.029316979151565392,-0.06981609660256538
0.09999999999999977,0.029320863253151253,-0.069372540340437
0.13333333333333325,0.02886177058467937,-0.07114288128736462
0.16666666666666652,0.030806896102971548,-0.051641942160059295
0.19999999999999976,0.031254336466685795,-0.05120226999951677
0.23333333333333303,0.03180276347163291,-0.03923013502363626
0.2666666666666665,0.03163109432051597,-0.008177312573063478
0.3,0.03268910731455138,0.011331394757413682
0.33333333333333326,0.03368885878479866,0.024186758155965105
0.36666666666666653,0.035466967934898064,0.024614778011749994
0.3999999999999998,0.03560291149040379,0.0401392471862434
0.43333333333333324,0.03305421286362398,0.053025683397481815
0.4666666666666665,0.033952977692638386,0.054348583980695225
0.5,0.03347446451623709,0.05036046172312561
0.533333333333333,0.03347834861782295,0.050804017985253996
0.5666666666666665,0.032964878527148744,0.04282388936852896
0.5999999999999998,0.03404696481203773,0.014424636287554804
0.6333333333333331,0.03212902800484668,-0.0019714090048519872
0.6666666666666667,0.03198143214458332,-0.01882654696573055
0.6999999999999997,0.03198143214458332,-0.01882654696573055
0.7333333333333333,0.033176157375462756,-0.03436266844498165
0.7666666666666667,0.03163963120502605,-0.05785949803302842
0.7999999999999998,0.030231280386923298,-0.06671897097083845
0.8333333333333333,0.030659300242708187,-0.06849708012093791
0.8666666666666663,0.030659300242708187,-0.06849708012093791
0.9000000000000002,0.030231280386923298,-0.06671897097083845
0.9333333333333332,0.030799127899799772,-0.05252905468431601
0.9666666666666663,0.030024654321533506,-0.03965815487942115
0.9999999999999998,0.02926183304802482,-0.02545658628814107
1.0333333333333332,0.02969762110698143,-0.026347582913983758
1.0666666666666667,0.030728445389915704,-0.009943769418405246
1.0999999999999999,0.030560660340384682,0.021552609294295866
1.1333333333333333,0.031124623751675295,0.03529896931868995
1.1666666666666667,0.031241146799251607,0.04860565718254148
1.1999999999999997,0.03210883881557902,0.04638010766872783
